# model name run652
# Line luminosities from upper level 2 from 6385.00 to 6735.00 Angstroms
# Lower Levels:                0           1
# Line Wavelengths:      1025.44      6562.84
       nwind            x            z    i    j       inwind     wind_vol   plasma_vol  LowerLev000    LowerLev001  
         233   4.1701e+09   3.0243e+11    7   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         234   4.1701e+09   3.9528e+11    7   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         235   4.1701e+09   5.1663e+11    7   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         236   4.1701e+09   6.7524e+11    7   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         237   4.1701e+09   8.8255e+11    7   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         238   4.1701e+09   1.1535e+12    7   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         239   4.1701e+09   1.5076e+12    7   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         240   5.4504e+09   3.6259e+08    8    0            0   7.2052e+28    7.2052e+28    0.0000e+00    7.1626e+28
         241   5.4504e+09   8.3650e+08    8    1            0   2.2121e+28    2.2121e+28    0.0000e+00    2.7479e+26
         242   5.4504e+09   1.0933e+09    8    2            0   2.8913e+28    2.8913e+28    0.0000e+00    1.7949e+26
         243   5.4504e+09   1.4290e+09    8    3            0   3.7789e+28    3.7789e+28    0.0000e+00    6.2387e+25
         244   5.4504e+09   1.8677e+09    8    4            0   4.9392e+28    4.9392e+28    0.0000e+00    1.7983e+25
         245   5.4504e+09   2.4411e+09    8    5            1   4.7368e+28    4.7368e+28    0.0000e+00    2.1176e-17
         246   5.4504e+09   3.1906e+09    8    6            1   4.0802e+27    4.0802e+27    0.0000e+00    1.3183e-18
         247   5.4504e+09   4.1701e+09    8    7           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         248   5.4504e+09   5.4504e+09    8    8           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         249   5.4504e+09   7.1237e+09    8    9           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         250   5.4504e+09   9.3107e+09    8   10           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         251   5.4504e+09   1.2169e+10    8   11           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         252   5.4504e+09   1.5905e+10    8   12           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         253   5.4504e+09   2.0789e+10    8   13           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         254   5.4504e+09   2.7171e+10    8   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         255   5.4504e+09   3.5513e+10    8   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         256   5.4504e+09   4.6416e+10    8   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         257   5.4504e+09   6.0666e+10    8   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         258   5.4504e+09   7.9291e+10    8   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         259   5.4504e+09   1.0363e+11    8   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         260   5.4504e+09   1.3545e+11    8   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         261   5.4504e+09   1.7704e+11    8   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         262   5.4504e+09   2.3139e+11    8   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         263   5.4504e+09   3.0243e+11    8   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         264   5.4504e+09   3.9528e+11    8   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         265   5.4504e+09   5.1663e+11    8   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         266   5.4504e+09   6.7524e+11    8   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         267   5.4504e+09   8.8255e+11    8   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         268   5.4504e+09   1.1535e+12    8   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         269   5.4504e+09   1.5076e+12    8   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         270   7.1237e+09   3.6259e+08    9    0            0   1.2309e+29    1.2309e+29    0.0000e+00    2.1164e+29
         271   7.1237e+09   8.3650e+08    9    1            0   3.7789e+28    3.7789e+28    0.0000e+00    1.0838e+27
         272   7.1237e+09   1.0933e+09    9    2            0   4.9391e+28    4.9391e+28    0.0000e+00    2.8203e+26
         273   7.1237e+09   1.4290e+09    9    3            0   6.4555e+28    6.4555e+28    0.0000e+00    1.3213e+26
         274   7.1237e+09   1.8677e+09    9    4            0   8.4375e+28    8.4375e+28    0.0000e+00    4.5187e+25
         275   7.1237e+09   2.4411e+09    9    5            0   1.1028e+29    1.1028e+29    0.0000e+00    1.8345e+25
         276   7.1237e+09   3.1906e+09    9    6            1   1.1803e+29    1.1803e+29    0.0000e+00    3.3117e-17
         277   7.1237e+09   4.1701e+09    9    7            1   1.7629e+28    1.7629e+28    0.0000e+00    4.0893e-18
         278   7.1237e+09   5.4504e+09    9    8           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         279   7.1237e+09   7.1237e+09    9    9           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         280   7.1237e+09   9.3107e+09    9   10           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         281   7.1237e+09   1.2169e+10    9   11           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         282   7.1237e+09   1.5905e+10    9   12           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         283   7.1237e+09   2.0789e+10    9   13           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         284   7.1237e+09   2.7171e+10    9   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         285   7.1237e+09   3.5513e+10    9   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         286   7.1237e+09   4.6416e+10    9   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         287   7.1237e+09   6.0666e+10    9   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         288   7.1237e+09   7.9291e+10    9   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         289   7.1237e+09   1.0363e+11    9   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         290   7.1237e+09   1.3545e+11    9   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         291   7.1237e+09   1.7704e+11    9   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         292   7.1237e+09   2.3139e+11    9   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         293   7.1237e+09   3.0243e+11    9   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         294   7.1237e+09   3.9528e+11    9   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         295   7.1237e+09   5.1663e+11    9   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         296   7.1237e+09   6.7524e+11    9   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         297   7.1237e+09   8.8255e+11    9   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         298   7.1237e+09   1.1535e+12    9   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         299   7.1237e+09   1.5076e+12    9   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         300   9.3107e+09   3.6259e+08   10    0            0   2.1026e+29    2.1026e+29    0.0000e+00    5.6951e+29
         301   9.3107e+09   8.3650e+08   10    1            0   6.4554e+28    6.4554e+28    0.0000e+00    3.0863e+27
         302   9.3107e+09   1.0933e+09   10    2            0   8.4374e+28    8.4374e+28    0.0000e+00    1.1970e+27
         303   9.3107e+09   1.4290e+09   10    3            0   1.1028e+29    1.1028e+29    0.0000e+00    4.5985e+26
         304   9.3107e+09   1.8677e+09   10    4            0   1.4414e+29    1.4414e+29    0.0000e+00    1.4285e+26
         305   9.3107e+09   2.4411e+09   10    5            0   1.8839e+29    1.8839e+29    0.0000e+00    5.3058e+25
         306   9.3107e+09   3.1906e+09   10    6            0   2.4624e+29    2.4624e+29    0.0000e+00    1.9598e+25
         307   9.3107e+09   4.1701e+09   10    7            1   2.8063e+29    2.8063e+29    0.0000e+00    4.8832e-17
         308   9.3107e+09   5.4504e+09   10    8            1   5.7776e+28    5.7776e+28    0.0000e+00    8.5141e-18
         309   9.3107e+09   7.1237e+09   10    9           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         310   9.3107e+09   9.3107e+09   10   10           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         311   9.3107e+09   1.2169e+10   10   11           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         312   9.3107e+09   1.5905e+10   10   12           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         313   9.3107e+09   2.0789e+10   10   13           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         314   9.3107e+09   2.7171e+10   10   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         315   9.3107e+09   3.5513e+10   10   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         316   9.3107e+09   4.6416e+10   10   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         317   9.3107e+09   6.0666e+10   10   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         318   9.3107e+09   7.9291e+10   10   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         319   9.3107e+09   1.0363e+11   10   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         320   9.3107e+09   1.3545e+11   10   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         321   9.3107e+09   1.7704e+11   10   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         322   9.3107e+09   2.3139e+11   10   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         323   9.3107e+09   3.0243e+11   10   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         324   9.3107e+09   3.9528e+11   10   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         325   9.3107e+09   5.1663e+11   10   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         326   9.3107e+09   6.7524e+11   10   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         327   9.3107e+09   8.8255e+11   10   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         328   9.3107e+09   1.1535e+12   10   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         329   9.3107e+09   1.5076e+12   10   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         330   1.2169e+10   3.6259e+08   11    0            0   3.5919e+29    3.5919e+29    0.0000e+00    1.4379e+30
         331   1.2169e+10   8.3650e+08   11    1            0   1.1028e+29    1.1028e+29    0.0000e+00    1.2378e+28
         332   1.2169e+10   1.0933e+09   11    2            0   1.4413e+29    1.4413e+29    0.0000e+00    3.9907e+27
         333   1.2169e+10   1.4290e+09   11    3            0   1.8839e+29    1.8839e+29    0.0000e+00    1.1256e+27
         334   1.2169e+10   1.8677e+09   11    4            0   2.4623e+29    2.4623e+29    0.0000e+00    3.8551e+26
         335   1.2169e+10   2.4411e+09   11    5            0   3.2183e+29    3.2183e+29    0.0000e+00    1.3892e+26
         336   1.2169e+10   3.1906e+09   11    6            0   4.2064e+29    4.2064e+29    0.0000e+00    4.7929e+25
         337   1.2169e+10   4.1701e+09   11    7            0   5.4980e+29    5.4980e+29    0.0000e+00    1.6073e+25
         338   1.2169e+10   5.4504e+09   11    8            1   6.5101e+29    6.5101e+29    0.0000e+00    6.9274e-17
         339   1.2169e+10   7.1237e+09   11    9            1   1.6527e+29    1.6527e+29    0.0000e+00    1.4782e-17
         340   1.2169e+10   9.3107e+09   11   10           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         341   1.2169e+10   1.2169e+10   11   11           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         342   1.2169e+10   1.5905e+10   11   12           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         343   1.2169e+10   2.0789e+10   11   13           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         344   1.2169e+10   2.7171e+10   11   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         345   1.2169e+10   3.5513e+10   11   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         346   1.2169e+10   4.6416e+10   11   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         347   1.2169e+10   6.0666e+10   11   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         348   1.2169e+10   7.9291e+10   11   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         349   1.2169e+10   1.0363e+11   11   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         350   1.2169e+10   1.3545e+11   11   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         351   1.2169e+10   1.7704e+11   11   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         352   1.2169e+10   2.3139e+11   11   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         353   1.2169e+10   3.0243e+11   11   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         354   1.2169e+10   3.9528e+11   11   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         355   1.2169e+10   5.1663e+11   11   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         356   1.2169e+10   6.7524e+11   11   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         357   1.2169e+10   8.8255e+11   11   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         358   1.2169e+10   1.1535e+12   11   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         359   1.2169e+10   1.5076e+12   11   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         360   1.5905e+10   3.6259e+08   12    0            0   6.1360e+29    6.1360e+29    0.0000e+00    3.4676e+30
         361   1.5905e+10   8.3650e+08   12    1            0   1.8839e+29    1.8839e+29    0.0000e+00    2.9306e+28
         362   1.5905e+10   1.0933e+09   12    2            0   2.4622e+29    2.4622e+29    0.0000e+00    1.0736e+28
         363   1.5905e+10   1.4290e+09   12    3            0   3.2182e+29    3.2182e+29    0.0000e+00    3.1701e+27
         364   1.5905e+10   1.8677e+09   12    4            0   4.2063e+29    4.2063e+29    0.0000e+00    9.6231e+26
         365   1.5905e+10   2.4411e+09   12    5            0   5.4977e+29    5.4977e+29    0.0000e+00    3.0312e+26
         366   1.5905e+10   3.1906e+09   12    6            0   7.1857e+29    7.1857e+29    0.0000e+00    1.1632e+26
         367   1.5905e+10   4.1701e+09   12    7            0   9.3921e+29    9.3921e+29    0.0000e+00    3.7546e+25
         368   1.5905e+10   5.4504e+09   12    8            0   1.2276e+30    1.2276e+30    0.0000e+00    1.2701e+25
         369   1.5905e+10   7.1237e+09   12    9            1   1.4892e+30    1.4892e+30    0.0000e+00    9.4267e-17
         370   1.5905e+10   9.3107e+09   12   10            1   4.3702e+29    4.3702e+29    0.0000e+00    2.3464e-17
         371   1.5905e+10   1.2169e+10   12   11           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         372   1.5905e+10   1.5905e+10   12   12           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         373   1.5905e+10   2.0789e+10   12   13           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         374   1.5905e+10   2.7171e+10   12   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         375   1.5905e+10   3.5513e+10   12   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         376   1.5905e+10   4.6416e+10   12   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         377   1.5905e+10   6.0666e+10   12   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         378   1.5905e+10   7.9291e+10   12   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         379   1.5905e+10   1.0363e+11   12   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         380   1.5905e+10   1.3545e+11   12   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         381   1.5905e+10   1.7704e+11   12   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         382   1.5905e+10   2.3139e+11   12   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         383   1.5905e+10   3.0243e+11   12   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         384   1.5905e+10   3.9528e+11   12   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         385   1.5905e+10   5.1663e+11   12   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         386   1.5905e+10   6.7524e+11   12   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         387   1.5905e+10   8.8255e+11   12   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         388   1.5905e+10   1.1535e+12   12   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         389   1.5905e+10   1.5076e+12   12   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         390   2.0789e+10   3.6259e+08   13    0            1   1.0388e+30    1.0388e+30    0.0000e+00    1.7691e-17
         391   2.0789e+10   8.3650e+08   13    1            0   3.2181e+29    3.2181e+29    0.0000e+00    5.9097e+28
         392   2.0789e+10   1.0933e+09   13    2            0   4.2062e+29    4.2062e+29    0.0000e+00    1.7430e+28
         393   2.0789e+10   1.4290e+09   13    3            0   5.4976e+29    5.4976e+29    0.0000e+00    5.7797e+27
         394   2.0789e+10   1.8677e+09   13    4            0   7.1855e+29    7.1855e+29    0.0000e+00    2.0316e+27
         395   2.0789e+10   2.4411e+09   13    5            0   9.3916e+29    9.3916e+29    0.0000e+00    6.9789e+26
         396   2.0789e+10   3.1906e+09   13    6            0   1.2275e+30    1.2275e+30    0.0000e+00    2.3502e+26
         397   2.0789e+10   4.1701e+09   13    7            0   1.6044e+30    1.6044e+30    0.0000e+00    9.0962e+25
         398   2.0789e+10   5.4504e+09   13    8            0   2.0971e+30    2.0971e+30    0.0000e+00    3.2156e+25
         399   2.0789e+10   7.1237e+09   13    9            0   2.7410e+30    2.7410e+30    0.0000e+00    9.6417e+24
         400   2.0789e+10   9.3107e+09   13   10            1   3.3784e+30    3.3784e+30    0.0000e+00    1.1842e-16
         401   2.0789e+10   1.2169e+10   13   11            1   1.0997e+30    1.0997e+30    0.0000e+00    3.2637e-17
         402   2.0789e+10   1.5905e+10   13   12           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         403   2.0789e+10   2.0789e+10   13   13           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         404   2.0789e+10   2.7171e+10   13   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         405   2.0789e+10   3.5513e+10   13   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         406   2.0789e+10   4.6416e+10   13   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         407   2.0789e+10   6.0666e+10   13   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         408   2.0789e+10   7.9291e+10   13   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         409   2.0789e+10   1.0363e+11   13   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         410   2.0789e+10   1.3545e+11   13   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         411   2.0789e+10   1.7704e+11   13   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         412   2.0789e+10   2.3139e+11   13   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         413   2.0789e+10   3.0243e+11   13   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         414   2.0789e+10   3.9528e+11   13   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         415   2.0789e+10   5.1663e+11   13   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         416   2.0789e+10   6.7524e+11   13   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         417   2.0789e+10   8.8255e+11   13   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         418   2.0789e+10   1.1535e+12   13   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         419   2.0789e+10   1.5076e+12   13   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         420   2.7171e+10   3.6259e+08   14    0            1   1.5310e+30    1.5310e+30    0.0000e+00    1.4254e-18
         421   2.7171e+10   8.3650e+08   14    1            0   5.4975e+29    5.4975e+29    0.0000e+00    1.6807e+29
         422   2.7171e+10   1.0933e+09   14    2            0   7.1853e+29    7.1853e+29    0.0000e+00    3.9863e+28
         423   2.7171e+10   1.4290e+09   14    3            0   9.3914e+29    9.3914e+29    0.0000e+00    1.5113e+28
         424   2.7171e+10   1.8677e+09   14    4            0   1.2275e+30    1.2275e+30    0.0000e+00    4.5664e+27
         425   2.7171e+10   2.4411e+09   14    5            0   1.6044e+30    1.6044e+30    0.0000e+00    1.0019e+27
         426   2.7171e+10   3.1906e+09   14    6            0   2.0969e+30    2.0969e+30    0.0000e+00    4.9884e+26
         427   2.7171e+10   4.1701e+09   14    7            0   2.7408e+30    2.7408e+30    0.0000e+00    1.9923e+26
         428   2.7171e+10   5.4504e+09   14    8            0   3.5823e+30    3.5823e+30    0.0000e+00    6.2864e+25
         429   2.7171e+10   7.1237e+09   14    9            0   4.6823e+30    4.6823e+30    0.0000e+00    2.1447e+25
         430   2.7171e+10   9.3107e+09   14   10            0   6.1202e+30    6.1202e+30    0.0000e+00    6.9350e+24
         431   2.7171e+10   1.2169e+10   14   11            1   7.6246e+30    7.6246e+30    0.0000e+00    1.4159e-16
         432   2.7171e+10   1.5905e+10   14   12            1   2.6767e+30    2.6767e+30    0.0000e+00    4.3752e-17
         433   2.7171e+10   2.0789e+10   14   13           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         434   2.7171e+10   2.7171e+10   14   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         435   2.7171e+10   3.5513e+10   14   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         436   2.7171e+10   4.6416e+10   14   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         437   2.7171e+10   6.0666e+10   14   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         438   2.7171e+10   7.9291e+10   14   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         439   2.7171e+10   1.0363e+11   14   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         440   2.7171e+10   1.3545e+11   14   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         441   2.7171e+10   1.7704e+11   14   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         442   2.7171e+10   2.3139e+11   14   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         443   2.7171e+10   3.0243e+11   14   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         444   2.7171e+10   3.9528e+11   14   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         445   2.7171e+10   5.1663e+11   14   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         446   2.7171e+10   6.7524e+11   14   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         447   2.7171e+10   8.8255e+11   14   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         448   2.7171e+10   1.1535e+12   14   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         449   2.7171e+10   1.5076e+12   14   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         450   3.5513e+10   3.6259e+08   15    0            1   1.9628e+30    1.9628e+30    0.0000e+00    9.0206e-19
         451   3.5513e+10   8.3650e+08   15    1            0   9.3913e+29    9.3913e+29    0.0000e+00    4.7135e+29
         452   3.5513e+10   1.0933e+09   15    2            0   1.2275e+30    1.2275e+30    0.0000e+00    1.8426e+29
         453   3.5513e+10   1.4290e+09   15    3            0   1.6043e+30    1.6043e+30    0.0000e+00    3.6141e+28
         454   3.5513e+10   1.8677e+09   15    4            0   2.0969e+30    2.0969e+30    0.0000e+00    6.0350e+27
         455   3.5513e+10   2.4411e+09   15    5            0   2.7407e+30    2.7407e+30    0.0000e+00    3.5153e+27
         456   3.5513e+10   3.1906e+09   15    6            0   3.5821e+30    3.5821e+30    0.0000e+00    1.3883e+27
         457   3.5513e+10   4.1701e+09   15    7            0   4.6820e+30    4.6820e+30    0.0000e+00    5.8350e+26
         458   3.5513e+10   5.4504e+09   15    8            0   6.1196e+30    6.1196e+30    0.0000e+00    1.6474e+26
         459   3.5513e+10   7.1237e+09   15    9            0   7.9986e+30    7.9986e+30    0.0000e+00    5.6279e+25
         460   3.5513e+10   9.3107e+09   15   10            0   1.0455e+31    1.0455e+31    0.0000e+00    1.7014e+25
         461   3.5513e+10   1.2169e+10   15   11            0   1.3665e+31    1.3665e+31    0.0000e+00    5.1172e+24
         462   3.5513e+10   1.5905e+10   15   12            1   1.7150e+31    1.7150e+31    0.0000e+00    1.7312e-16
         463   3.5513e+10   2.0789e+10   15   13            1   6.3676e+30    6.3676e+30    0.0000e+00    5.7918e-17
         464   3.5513e+10   2.7171e+10   15   14           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         465   3.5513e+10   3.5513e+10   15   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         466   3.5513e+10   4.6416e+10   15   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         467   3.5513e+10   6.0666e+10   15   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         468   3.5513e+10   7.9291e+10   15   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         469   3.5513e+10   1.0363e+11   15   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         470   3.5513e+10   1.3545e+11   15   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         471   3.5513e+10   1.7704e+11   15   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         472   3.5513e+10   2.3139e+11   15   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
